sample_id,fracture_pixel_ratio,num_connected_components,largest_component_ratio,mean_component_area,skeleton_length,endpoint_count,junction_count,hough_line_count,orientation_bin_00,orientation_bin_01,orientation_bin_02,orientation_bin_03,orientation_bin_04,orientation_bin_05,orientation_bin_06,orientation_bin_07,orientation_bin_08,orientation_bin_09,orientation_bin_10,orientation_bin_11,orientation_bin_12,orientation_bin_13,orientation_bin_14,orientation_bin_15,orientation_bin_16,orientation_bin_17
dfn_000000,0.18084716796875,6.0,0.6243671954100574,493.8333333333333,807.0,391.0,0.0,111.0,0.06023745937102088,0.1776469941708225,0.11403870101458559,0.07555326906486053,0.1513141771385304,0.1252483787424985,0.011843266866799693,0.07800461012700621,0.0,0.009585818546764876,0.04123549288450065,0.014050403243475259,0.006053304927849277,0.0,0.044424409292760474,0.013355736320962784,0.0,0.07740797828756232
dfn_000001,0.44476318359375,1.0,1.0,7287.0,1873.0,940.0,0.0,393.0,0.0702063465285744,0.01868968028077809,0.07590913461882302,0.03287069948344726,0.10724289435424547,0.08262497857229516,0.09494581791962563,0.06286579131567242,0.02737069224391912,0.09938857446485466,0.07629661557871013,0.032541892623995906,0.017980913004114397,0.09116995853533605,0.039363871583836536,0.02072040229673193,0.032564310068685494,0.01724742652635432
dfn_000002,0.4075927734375,4.0,0.9754417490266547,1669.5,1797.0,897.0,2.0,345.0,0.09675349417140369,0.07832477809576485,0.050620813294852976,0.032365593418827776,0.04083952840351834,0.03654616428968213,0.07768701980315704,0.05123786386119752,0.012488331205197854,0.0750127868832654,0.05124071359615295,0.10500984243297386,0.04163752946648686,0.054244363530757615,0.04772134047862648,0.053538482368033026,0.0471049400300922,0.04762641467000939
dfn_000003,0.4405517578125,2.0,0.9898863951233029,3609.0,1894.0,953.0,1.0,381.0,0.04285754964317314,0.0386230863007392,0.04326076056040707,0.06670142939014106,0.09441711191381662,0.07753751139371486,0.04024052556419915,0.03891835109309547,0.03744584509323973,0.04983388595619817,0.041822780967283577,0.03477692733147961,0.06621375161997689,0.08378813553530345,0.07605253106836822,0.08737809554093173,0.052613258863611664,0.02751846216432045
dfn_000004,0.33782958984375,4.0,0.8558265582655826,1383.75,1499.0,669.0,0.0,241.0,0.11552327019424331,0.01753669065948243,0.009763319401913837,0.027838231159717005,0.06694755549913878,0.034092048652203284,0.10734517055953476,0.12531126840128892,0.15713697008010336,0.10011290631998598,0.013256001009117849,0.04485789879596576,0.034562913004772565,0.020317546404208398,0.026006854158040573,0.021023741127956724,0.05167921231132864,0.026688402260997914
dfn_000005,0.34210205078125,6.0,0.8007136485280999,934.1666666666666,1581.0,732.0,0.0,285.0,0.05815748917286892,0.029568477567415107,0.042014961285488935,0.04460190865012115,0.11757622613001771,0.04342364479616776,0.012747023190638928,0.0705711191311925,0.06051417298245463,0.05328597050548811,0.02133178983009763,0.10368262036500375,0.0674621516967197,0.059140463706670206,0.07816813984691462,0.06796468387764723,0.04280763653928155,0.0269815207258117
dfn_000006,0.19903564453125,8.0,0.4832873351732597,407.625,804.0,359.0,0.0,113.0,0.06195535310463395,0.007900265991503036,0.0625155552487368,0.0864731221786281,0.012117129897507515,0.07350422508061957,0.021740517445987907,0.036975048257250134,0.05908729257617681,0.037405129428633666,0.003825895606209161,0.007196160031908989,0.10273106344970932,0.01915429342494869,0.023407347749999193,0.08208273849175504,0.21084607135575692,0.09108279068003525
dfn_000007,0.2977294921875,5.0,0.9587945879458795,975.6,1261.0,597.0,0.0,233.0,0.04526804160366131,0.04305040118757148,0.040148933878342376,0.12591208526738767,0.02725303474955607,0.04529271715242624,0.0129985093970591,0.023574108879829032,0.05456589419393195,0.20236598563288266,0.0756010898599261,0.06377882850294218,0.02216510956005704,0.01973801451498585,0.04316687422971623,0.07636910628467802,0.06032345852653733,0.01842780657850943
dfn_000008,0.35418701171875,8.0,0.7704635533344821,725.375,1460.0,622.0,0.0,304.0,0.06520322615427813,0.03308408662964126,0.06667221732929994,0.03548570718622327,0.05612391806237758,0.042428146605483705,0.03136920653656065,0.14514319843586893,0.0267318877738834,0.13846316744758208,0.03554694984592683,0.03613066069131113,0.04772399483351806,0.11237814932366327,0.056058870578234464,0.02106315744562888,0.03592735391236726,0.014466101208150981
dfn_000009,0.4251708984375,3.0,0.9708584553545794,2322.0,1781.0,822.0,0.0,351.0,0.08185535210919757,0.038905063773337085,0.026209975076484263,0.04687460436724287,0.06662380832625857,0.03082347727324326,0.029034638276640313,0.04523512609212712,0.038066594490202006,0.10113066165775,0.08672664021549004,0.08264747840991678,0.05048150334730826,0.04914646900757627,0.04940371422434812,0.04022500315973644,0.06392157103722641,0.07268831915591469
