metric,real_mean,generated_mean,absolute_mean_error,relative_mean_error
fracture_pixel_ratio,0.31942713260650635,0.3758058547973633,0.056378722190856934,0.17649947255831155
num_connected_components,5.650390625,5.8125,0.162109375,0.028689941186694608
largest_component_ratio,0.7818957136580675,0.890803519334197,0.10890780567612945,0.13928686700907977
mean_component_area,1532.6158772461263,1401.37303269647,131.24284454965618,0.08563322780175223
skeleton_length,1345.568359375,1640.40625,294.837890625,0.21911773457556435
endpoint_count,618.490234375,795.6875,177.197265625,0.28649969841673784
junction_count,0.341796875,1.28125,0.939453125,2.748571348156084
hough_line_count,247.603515625,313.71875,66.115234375,0.26702058008119123
orientation_l1_distance,,0.08286832265534835,,
