metric,real_mean,generated_mean,absolute_mean_error,relative_mean_error
fracture_pixel_ratio,0.31942713260650635,0.22382354736328125,0.0956035852432251,0.2992969991939494
num_connected_components,5.650390625,17.484375,11.833984375,2.0943657066287065
largest_component_ratio,0.7818957136580675,0.5205321860479092,0.26136352761015835,0.33426903319969525
mean_component_area,1532.6158772461263,223.00025480166286,1309.6156224444635,0.8544969694487933
skeleton_length,1345.568359375,677.1875,668.380859375,0.49672753874837505
endpoint_count,618.490234375,211.4375,407.052734375,0.6581393072111408
junction_count,0.341796875,3.390625,3.048828125,8.919999739026293
hough_line_count,247.603515625,196.203125,51.400390625,0.2075915218456385
orientation_l1_distance,,0.1233343234224783,,
